datetime,portfolio_value,cash,positions,return
2024-10-01 09:30:00-04:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2024-10-02 09:30:00-04:00,98203.27894495009,-206.51124288560823,"[{'asset': USD, 'quantity': -206.51124288560823}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 232.0}, {'asset': UDOW, 'quantity': 104.0}, {'asset': TMF, 'quantity': 420.0}, {'asset': UGL, 'quantity': 102.0}, {'asset': DIG, 'quantity': 393.0}]",-0.017967210550499102
2024-10-03 09:30:00-04:00,97888.61878107069,-206.51124288560823,"[{'asset': USD, 'quantity': -206.51124288560823}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 232.0}, {'asset': UDOW, 'quantity': 104.0}, {'asset': TMF, 'quantity': 420.0}, {'asset': UGL, 'quantity': 102.0}, {'asset': DIG, 'quantity': 393.0}]",-0.0032041716657524866
2024-10-04 09:30:00-04:00,98643.96741388319,-206.51124288560823,"[{'asset': USD, 'quantity': -206.51124288560823}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 232.0}, {'asset': UDOW, 'quantity': 104.0}, {'asset': TMF, 'quantity': 420.0}, {'asset': UGL, 'quantity': 102.0}, {'asset': DIG, 'quantity': 393.0}]",0.007716409141514724
2024-10-05 09:30:00-04:00,98643.96741388319,-206.51124288560823,"[{'asset': USD, 'quantity': -206.51124288560823}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 232.0}, {'asset': UDOW, 'quantity': 104.0}, {'asset': TMF, 'quantity': 420.0}, {'asset': UGL, 'quantity': 102.0}, {'asset': DIG, 'quantity': 393.0}]",0.0
2024-10-07 09:30:00-04:00,98093.86881921766,-206.51124288560823,"[{'asset': USD, 'quantity': -206.51124288560823}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 232.0}, {'asset': UDOW, 'quantity': 104.0}, {'asset': TMF, 'quantity': 420.0}, {'asset': UGL, 'quantity': 102.0}, {'asset': DIG, 'quantity': 393.0}]",-0.00557660654865455
2024-10-08 09:30:00-04:00,96884.03096979139,67.2687894630244,"[{'asset': USD, 'quantity': 67.2687894630244}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 231.0}, {'asset': UDOW, 'quantity': 103.0}, {'asset': TMF, 'quantity': 465.0}, {'asset': UGL, 'quantity': 101.0}, {'asset': DIG, 'quantity': 338.0}]",-0.012333470623489662
2024-10-09 09:30:00-04:00,97035.9574338722,67.2687894630244,"[{'asset': USD, 'quantity': 67.2687894630244}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 231.0}, {'asset': UDOW, 'quantity': 103.0}, {'asset': TMF, 'quantity': 465.0}, {'asset': UGL, 'quantity': 101.0}, {'asset': DIG, 'quantity': 338.0}]",0.001568126992240737
2024-10-10 09:30:00-04:00,97772.91019647596,67.2687894630244,"[{'asset': USD, 'quantity': 67.2687894630244}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 231.0}, {'asset': UDOW, 'quantity': 103.0}, {'asset': TMF, 'quantity': 465.0}, {'asset': UGL, 'quantity': 101.0}, {'asset': DIG, 'quantity': 338.0}]",0.007594635865843635
2024-10-11 09:30:00-04:00,97661.48999994276,67.2687894630244,"[{'asset': USD, 'quantity': 67.2687894630244}, {'asset': TQQQ, 'quantity': 276.0}, {'asset': UPRO, 'quantity': 231.0}, {'asset': UDOW, 'quantity': 103.0}, {'asset': TMF, 'quantity': 465.0}, {'asset': UGL, 'quantity': 101.0}, {'asset': DIG, 'quantity': 338.0}]",-0.0011395814680088545
2024-10-12 09:30:00-04:00,97646.08569978712,250.04445146558783,"[{'asset': USD, 'quantity': 250.04445146558783}, {'asset': TQQQ, 'quantity': 266.0}, {'asset': UPRO, 'quantity': 225.0}, {'asset': UDOW, 'quantity': 100.0}, {'asset': TMF, 'quantity': 487.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 346.0}]",-0.0001577315700963533
2024-10-14 09:30:00-04:00,98608.1545054817,250.04445146558783,"[{'asset': USD, 'quantity': 250.04445146558783}, {'asset': TQQQ, 'quantity': 266.0}, {'asset': UPRO, 'quantity': 225.0}, {'asset': UDOW, 'quantity': 100.0}, {'asset': TMF, 'quantity': 487.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 346.0}]",0.009852610053949995
2024-10-15 09:30:00-04:00,99759.02404283521,250.04445146558783,"[{'asset': USD, 'quantity': 250.04445146558783}, {'asset': TQQQ, 'quantity': 266.0}, {'asset': UPRO, 'quantity': 225.0}, {'asset': UDOW, 'quantity': 100.0}, {'asset': TMF, 'quantity': 487.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 346.0}]",0.011671139604276126
2024-10-16 09:30:00-04:00,99168.42201875684,250.04445146558783,"[{'asset': USD, 'quantity': 250.04445146558783}, {'asset': TQQQ, 'quantity': 266.0}, {'asset': UPRO, 'quantity': 225.0}, {'asset': UDOW, 'quantity': 100.0}, {'asset': TMF, 'quantity': 487.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 346.0}]",-0.00592028670834599
2024-10-17 09:30:00-04:00,99956.04563402174,250.04445146558783,"[{'asset': USD, 'quantity': 250.04445146558783}, {'asset': TQQQ, 'quantity': 266.0}, {'asset': UPRO, 'quantity': 225.0}, {'asset': UDOW, 'quantity': 100.0}, {'asset': TMF, 'quantity': 487.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 346.0}]",0.007942282424499236
2024-10-18 09:30:00-04:00,99428.20210393904,182.8513234519769,"[{'asset': USD, 'quantity': 182.8513234519769}, {'asset': TQQQ, 'quantity': 264.0}, {'asset': UPRO, 'quantity': 219.0}, {'asset': UDOW, 'quantity': 98.0}, {'asset': TMF, 'quantity': 486.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 371.0}]",-0.005280756423831967
2024-10-19 09:30:00-04:00,99428.20210393904,182.8513234519769,"[{'asset': USD, 'quantity': 182.8513234519769}, {'asset': TQQQ, 'quantity': 264.0}, {'asset': UPRO, 'quantity': 219.0}, {'asset': UDOW, 'quantity': 98.0}, {'asset': TMF, 'quantity': 486.0}, {'asset': UGL, 'quantity': 100.0}, {'asset': DIG, 'quantity': 371.0}]",0.0
