Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-11 10:39,380.010009765625,380.010009765625,380.010009765625,380.010009765625,380.010009765625,0
2024-09-11 10:42,380.94000244140625,380.94000244140625,380.94000244140625,380.94000244140625,380.94000244140625,1276
2024-09-11 10:47,379.57000732421875,380.0950012207031,379.239990234375,379.239990234375,379.239990234375,2152
2024-09-11 10:48,379.5050048828125,379.5050048828125,379.5050048828125,379.5050048828125,379.5050048828125,657
2024-09-11 10:50,379.1700134277344,379.1700134277344,379.1700134277344,379.1700134277344,379.1700134277344,609
2024-09-11 10:51,379.4100036621094,379.4100036621094,379.4100036621094,379.4100036621094,379.4100036621094,102
2024-09-11 10:52,379.0899963378906,379.0899963378906,379.04998779296875,379.04998779296875,379.04998779296875,1068
2024-09-11 10:53,379.6499938964844,379.6499938964844,379.6499938964844,379.6499938964844,379.6499938964844,343
2024-09-11 10:54,379.510009765625,379.7850036621094,379.510009765625,379.510009765625,379.510009765625,514
2024-09-11 10:55,379.2250061035156,379.2250061035156,379.2250061035156,379.2250061035156,379.2250061035156,400
2024-09-11 10:56,380.0,380.1400146484375,378.66009521484375,378.66009521484375,378.66009521484375,837
2024-09-11 10:57,379.5,379.5,379.5,379.5,379.5,664
2024-09-11 10:59,380.0899963378906,380.0899963378906,380.0899963378906,380.0899963378906,380.0899963378906,186
2024-09-11 11:00,379.7200012207031,379.7200012207031,379.7200012207031,379.7200012207031,379.7200012207031,388
2024-09-11 11:01,379.7200012207031,379.7200012207031,379.7200012207031,379.7200012207031,379.7200012207031,345
2024-09-11 11:03,380.5199890136719,380.55999755859375,379.9100036621094,379.9100036621094,379.9100036621094,1256
2024-09-11 11:05,379.7850036621094,379.7850036621094,379.7850036621094,379.7850036621094,379.7850036621094,0
