Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-09 10:04,348.42999267578125,348.42999267578125,348.42999267578125,348.42999267578125,348.42999267578125,0
2024-09-09 10:05,348.2699890136719,348.5,348.2699890136719,348.5,348.5,325
2024-09-09 10:07,348.4599914550781,348.4599914550781,348.4150085449219,348.4200134277344,348.4200134277344,727
2024-09-09 10:08,348.43499755859375,348.43499755859375,348.43499755859375,348.43499755859375,348.43499755859375,942
2024-09-09 10:10,348.2861022949219,348.2861022949219,348.260009765625,348.260009765625,348.260009765625,447
2024-09-09 10:11,348.3299865722656,348.3299865722656,348.19000244140625,348.19000244140625,348.19000244140625,1724
2024-09-09 10:12,348.5799865722656,348.67999267578125,348.5299987792969,348.5299987792969,348.5299987792969,1733
2024-09-09 10:13,348.5899963378906,348.92999267578125,348.5899963378906,348.6199951171875,348.6199951171875,459
2024-09-09 10:14,348.6499938964844,348.6499938964844,348.6499938964844,348.6499938964844,348.6499938964844,954
2024-09-09 10:15,348.739990234375,349.1300048828125,348.739990234375,349.07000732421875,349.07000732421875,383
2024-09-09 10:16,348.94000244140625,349.1600036621094,348.7799987792969,349.1600036621094,349.1600036621094,776
2024-09-09 10:17,349.1099853515625,349.1099853515625,349.0400085449219,349.0400085449219,349.0400085449219,0
2024-09-09 10:18,349.3800048828125,349.3800048828125,349.3800048828125,349.3800048828125,349.3800048828125,946
2024-09-09 10:19,349.1000061035156,349.1000061035156,348.9100036621094,349.0799865722656,349.0799865722656,1044
2024-09-09 10:20,348.8900146484375,348.8900146484375,348.8900146484375,348.8900146484375,348.8900146484375,623
2024-09-09 10:21,348.9200134277344,348.9200134277344,348.8900146484375,348.8900146484375,348.8900146484375,681
2024-09-09 10:22,348.92999267578125,348.92999267578125,348.7699890136719,348.7699890136719,348.7699890136719,1977
2024-09-09 10:24,348.7200012207031,348.7699890136719,348.6700134277344,348.6700134277344,348.6700134277344,1491
2024-09-09 10:25,348.6000061035156,348.6000061035156,348.3999938964844,348.3999938964844,348.3999938964844,3427
2024-09-09 10:26,348.2900085449219,348.32000732421875,348.17999267578125,348.17999267578125,348.17999267578125,1970
2024-09-09 10:27,348.1700134277344,348.1700134277344,348.1199951171875,348.1199951171875,348.1199951171875,1378
2024-09-09 10:28,348.2099914550781,348.5,348.2099914550781,348.5,348.5,1606
2024-09-09 10:29,348.2900085449219,348.2900085449219,348.1199951171875,348.1199951171875,348.1199951171875,1187
2024-09-09 10:30,348.30999755859375,348.30999755859375,348.1199951171875,348.1199951171875,348.1199951171875,10181
2024-09-09 10:31,348.1199951171875,348.30499267578125,348.1199951171875,348.30499267578125,348.30499267578125,885
2024-09-09 10:33,348.29998779296875,348.29998779296875,348.29998779296875,348.29998779296875,348.29998779296875,0
