Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-11 10:39,129.1300048828125,129.2050018310547,129.08999633789062,129.13999938964844,129.13999938964844,0
2024-09-11 10:40,129.10000610351562,129.11000061035156,129.0,129.02000427246094,129.02000427246094,3423
2024-09-11 10:41,129.00999450683594,129.3000030517578,129.0,129.14010620117188,129.14010620117188,17555
2024-09-11 10:42,129.13999938964844,129.13999938964844,128.7696990966797,128.9499969482422,128.9499969482422,6018
2024-09-11 10:43,128.9199981689453,128.9199981689453,128.77000427246094,128.77999877929688,128.77999877929688,3551
2024-09-11 10:44,128.75,128.87330627441406,128.72999572753906,128.72999572753906,128.72999572753906,2060
2024-09-11 10:45,128.9199981689453,128.9600067138672,128.38999938964844,128.38999938964844,128.38999938964844,8216
2024-09-11 10:46,128.375,128.47000122070312,128.19000244140625,128.22500610351562,128.22500610351562,13436
2024-09-11 10:47,128.25,128.3249969482422,128.17999267578125,128.24000549316406,128.24000549316406,4672
2024-09-11 10:48,128.21499633789062,128.5500030517578,128.21499633789062,128.47500610351562,128.47500610351562,10475
2024-09-11 10:49,128.36000061035156,128.4600067138672,128.36000061035156,128.39999389648438,128.39999389648438,1958
2024-09-11 10:50,128.36000061035156,128.63999938964844,128.36000061035156,128.63999938964844,128.63999938964844,17651
2024-09-11 10:51,128.7100067138672,128.8699951171875,128.6199951171875,128.7050018310547,128.7050018310547,13117
2024-09-11 10:52,128.7100067138672,129.0500030517578,128.58999633789062,129.0050048828125,129.0050048828125,13869
2024-09-11 10:53,129.13999938964844,129.3000030517578,129.02000427246094,129.10000610351562,129.10000610351562,0
2024-09-11 10:54,129.1199951171875,129.4199981689453,129.1199951171875,129.1999969482422,129.1999969482422,8138
2024-09-11 10:55,129.47000122070312,129.47000122070312,129.1905975341797,129.1905975341797,129.1905975341797,2778
2024-09-11 10:56,129.34500122070312,129.77999877929688,129.34500122070312,129.47000122070312,129.47000122070312,9031
2024-09-11 10:57,129.47000122070312,129.52999877929688,129.3300018310547,129.42999267578125,129.42999267578125,3800
2024-09-11 10:58,129.47000122070312,129.63999938964844,129.39999389648438,129.51499938964844,129.51499938964844,2852
2024-09-11 10:59,129.51499938964844,129.91000366210938,129.51499938964844,129.91000366210938,129.91000366210938,4377
2024-09-11 11:00,129.74000549316406,129.9550018310547,129.74000549316406,129.74000549316406,129.74000549316406,2432
2024-09-11 11:01,129.9499969482422,129.9499969482422,129.8300018310547,129.8300018310547,129.8300018310547,807
2024-09-11 11:02,129.6999969482422,129.6999969482422,129.6999969482422,129.6999969482422,129.6999969482422,1977
2024-09-11 11:03,129.69500732421875,130.0,129.69500732421875,129.80999755859375,129.80999755859375,4503
2024-09-11 11:04,129.8350067138672,129.8350067138672,129.8350067138672,129.8350067138672,129.8350067138672,154
2024-09-11 11:05,130.0,130.0,129.6300048828125,129.77999877929688,129.77999877929688,7430
2024-09-11 11:06,129.77999877929688,129.9398956298828,129.6750030517578,129.6750030517578,129.6750030517578,5352
2024-09-11 11:07,129.51849365234375,129.69000244140625,129.51849365234375,129.58999633789062,129.58999633789062,1422
2024-09-11 11:08,129.5800018310547,129.5800018310547,129.5800018310547,129.5800018310547,129.5800018310547,0
