Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-09 10:11,39.314998626708984,39.314998626708984,39.27000045776367,39.27000045776367,39.27000045776367,0
2024-09-09 10:12,39.310001373291016,39.310001373291016,39.310001373291016,39.310001373291016,39.310001373291016,134
2024-09-09 10:13,39.25,39.279998779296875,39.2400016784668,39.279998779296875,39.279998779296875,2250
2024-09-09 10:16,39.29999923706055,39.29999923706055,39.29999923706055,39.29999923706055,39.29999923706055,272
2024-09-09 10:18,39.30500030517578,39.30500030517578,39.30500030517578,39.30500030517578,39.30500030517578,147
2024-09-09 10:19,39.28499984741211,39.32500076293945,39.220001220703125,39.32500076293945,39.32500076293945,2414
2024-09-09 10:20,39.36000061035156,39.41999816894531,39.36000061035156,39.41999816894531,39.41999816894531,1402
2024-09-09 10:24,39.35499954223633,39.35499954223633,39.35499954223633,39.35499954223633,39.35499954223633,420
2024-09-09 10:29,39.33000183105469,39.33000183105469,39.33000183105469,39.33000183105469,39.33000183105469,406
2024-09-09 10:30,39.209999084472656,39.2599983215332,39.20000076293945,39.22999954223633,39.22999954223633,6627
2024-09-09 10:31,39.20500183105469,39.2400016784668,39.20500183105469,39.2400016784668,39.2400016784668,398
2024-09-09 10:33,39.19499969482422,39.19499969482422,39.19499969482422,39.19499969482422,39.19499969482422,0
