Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-11 10:40,112.55000305175781,112.55000305175781,112.55000305175781,112.55000305175781,112.55000305175781,0
2024-09-11 10:42,112.66999816894531,112.66999816894531,112.66999816894531,112.66999816894531,112.66999816894531,240
2024-09-11 10:43,112.33999633789062,112.33999633789062,112.27999877929688,112.27999877929688,112.27999877929688,1545
2024-09-11 10:44,112.19999694824219,112.19999694824219,112.19999694824219,112.19999694824219,112.19999694824219,558
2024-09-11 10:45,112.41000366210938,112.41000366210938,112.41000366210938,112.41000366210938,112.41000366210938,357
2024-09-11 10:46,112.32499694824219,112.32499694824219,112.32499694824219,112.32499694824219,112.32499694824219,1042
2024-09-11 10:47,112.30989837646484,112.30989837646484,112.30989837646484,112.30989837646484,112.30989837646484,224
2024-09-11 10:48,112.15499877929688,112.37999725341797,112.15499877929688,112.37999725341797,112.37999725341797,1268
2024-09-11 10:50,112.3499984741211,112.3499984741211,112.3499984741211,112.3499984741211,112.3499984741211,389
2024-09-11 10:51,112.48999786376953,112.48999786376953,112.48999786376953,112.48999786376953,112.48999786376953,1499
2024-09-11 10:56,112.81999969482422,112.81999969482422,112.81999969482422,112.81999969482422,112.81999969482422,621
2024-09-11 10:57,112.88089752197266,112.88089752197266,112.88089752197266,112.88089752197266,112.88089752197266,1031
2024-09-11 10:59,112.91999816894531,113.18000030517578,112.91999816894531,113.18000030517578,113.18000030517578,646
2024-09-11 11:00,112.94000244140625,113.0199966430664,112.94000244140625,113.0199966430664,113.0199966430664,486
2024-09-11 11:01,112.96499633789062,112.96499633789062,112.96499633789062,112.96499633789062,112.96499633789062,190
2024-09-11 11:02,113.08000183105469,113.1500015258789,113.04000091552734,113.04000091552734,113.04000091552734,965
2024-09-11 11:03,113.05999755859375,113.05999755859375,113.05999755859375,113.05999755859375,113.05999755859375,614
2024-09-11 11:04,113.0199966430664,113.0199966430664,113.0199966430664,113.0199966430664,113.0199966430664,256
2024-09-11 11:05,113.08999633789062,113.22000122070312,113.08999633789062,113.16500091552734,113.16500091552734,1090
2024-09-11 11:06,113.48999786376953,113.48999786376953,113.48999786376953,113.48999786376953,113.48999786376953,0
