,Time,Ticker,Type,Price,Quantity,Total,Acc Balance
0,2024-09-05 11:22:35,GOOG,buy,158.99,6289.7037549531415,1000000.0,1000000
1,2024-09-05 11:22:36,NVDA,buy,107.14,1.1740713085682286,125.79000000000002,125.79
